,AT,V,AP,RH,PE
34365,25.04,51.95,1005.56,66.53,449.45
34366,32.57,78.92,1011.6,66.47,430.12
34367,22.88,50.23,1016.11,63.77,458.08
34368,6.67,39.33,1011.07,91.96,490.03
34369,9.27,38.56,1017.69,62.49,475.42
34370,17.79,46.21,1010.38,85.25,448.74
34371,22.16,58.82,1009.61,87.16,444.76
34372,24.2,68.67,1006.72,78.08,444.09
34373,29.07,72.51,1009.24,58.38,439.8
34374,4.87,42.85,1012.69,94.72,482.05
34375,14.42,44.88,1019.35,59.17,462.72
34376,18.73,40.12,1013.19,74.12,454.71
34377,21.55,44.57,1006.03,71.54,446.84
34378,12.26,41.5,1014.87,89.41,471.13
34379,26.45,71.37,1008.0,77.06,438.36
34380,20.2,60.1,1010.66,84.24,451.17
34381,22.97,64.15,1021.0,70.61,450.07
34382,15.02,41.48,1015.19,58.69,456.04
34383,15.8,41.2,1016.08,77.83,468.55
34384,14.54,41.16,1000.0,81.34,463.9
34385,21.81,60.27,1015.93,91.38,441.85
34386,9.83,41.17,1019.34,72.29,478.21
34387,16.88,39.99,1007.08,74.29,462.83
34388,32.31,62.04,1010.45,38.01,449.65
34389,15.86,43.67,1011.11,82.24,465.46
34390,27.56,66.93,1016.81,55.59,444.1
34391,25.87,44.57,1007.43,55.92,445.79
34392,22.51,68.63,1015.1,57.19,450.75
34393,13.61,39.85,1012.78,58.12,475.62
34394,27.54,75.6,1018.26,57.89,440.87
34395,28.96,75.23,1010.88,49.45,439.03
34396,8.57,40.69,1020.87,84.15,485.18
34397,19.79,64.45,1016.14,73.54,451.37
34398,28.5,71.32,1002.54,69.35,435.7
34399,26.62,76.2,1006.06,69.13,437.81
34400,30.3,73.9,1006.72,55.13,440.79
34401,21.61,64.63,1020.86,69.73,451.02
34402,22.36,58.79,1016.69,73.6,445.76
34403,26.9,59.14,1016.18,70.88,436.16
34404,11.68,40.55,1022.21,85.76,475.13
34405,34.53,73.03,1013.53,36.74,437.03
34406,10.06,43.22,1014.1,85.7,473.0
34407,28.78,60.07,1014.54,49.03,439.74
34408,22.61,54.42,1014.74,75.87,453.86
34409,25.45,74.33,1015.53,80.95,435.12
34410,8.73,41.26,1020.54,91.37,476.42
34411,10.32,40.35,1011.64,84.05,481.51
34412,10.72,40.81,1016.51,80.26,474.64
34413,22.84,50.05,1005.59,79.49,442.85
34414,21.16,50.66,1014.13,72.77,455.86
34415,16.34,41.16,1006.36,75.52,462.56
34416,14.79,44.06,1018.53,74.79,465.77
34417,22.08,45.61,1014.02,75.71,456.71
34418,21.86,49.21,1014.61,53.31,452.77
34419,7.32,41.22,1015.42,97.25,484.21
34420,16.5,39.72,1003.05,65.99,459.06
34421,9.06,43.79,1016.05,81.32,482.8
34422,14.15,39.28,1013.5,77.63,471.23
34423,10.2,41.01,1021.39,96.64,468.27
34424,6.29,43.65,1020.68,70.14,485.8
34425,27.68,69.34,1008.28,70.9,436.37
34426,34.66,74.33,1012.0,32.19,425.89
34427,14.81,42.03,1017.43,72.54,470.41
34428,13.17,38.91,1016.55,74.47,470.63
34429,20.65,57.5,1016.04,87.45,448.22
34430,19.14,56.65,1020.84,82.97,458.06
34431,20.76,69.05,1001.89,77.86,442.82
34432,25.42,59.04,1011.98,68.78,444.51
34433,30.56,71.98,1004.74,58.77,429.2
34434,15.93,25.88,1009.45,72.83,462.7
34435,9.28,41.54,1018.33,79.89,482.8
34436,26.12,68.94,1007.12,67.08,434.11
34437,27.55,73.68,1013.62,81.13,431.86
34438,29.6,71.14,1011.46,52.69,430.55
34439,24.4,62.26,1011.62,70.1,439.06
34440,10.66,37.5,1009.42,95.86,472.86
34441,21.92,58.79,1010.09,89.7,446.71
34442,15.78,41.48,1015.55,52.17,454.25
34443,23.22,69.04,1009.65,89.05,448.6
34444,12.68,45.0,1022.54,77.19,479.69
34445,24.34,62.96,1019.7,61.44,446.09
34446,30.81,71.97,1008.36,75.0,430.53
34447,9.75,42.49,1010.57,83.63,480.35
34448,27.54,75.6,1018.26,57.89,440.87
34449,26.6,63.07,1011.97,61.3,442.25
34450,26.2,63.56,1013.39,67.07,442.4
34451,24.5,58.66,1011.54,57.92,451.03
34452,24.17,71.25,1003.9,90.36,435.66
34453,5.04,40.64,1021.35,93.63,484.42
34454,12.14,48.04,1011.8,100.13,465.08
34455,21.93,57.17,1009.81,81.15,448.75
34456,23.5,50.78,1008.7,57.7,445.09
34457,15.59,52.75,1024.3,59.93,458.87
34458,29.23,66.51,1011.11,53.12,439.61
34459,28.61,69.84,1004.02,67.26,428.25
34460,19.31,43.56,1013.65,41.54,463.35
34461,25.99,68.08,1013.13,59.14,442.14
34462,26.04,72.43,1006.82,84.88,432.94
34463,10.86,44.85,1014.15,88.36,476.87
34464,12.74,44.03,1007.62,97.64,463.96
34465,15.74,71.14,1019.65,65.94,457.29
34466,23.84,49.21,1013.35,45.4,446.54
34467,12.15,38.78,1013.34,95.05,474.15
34468,16.13,39.99,1007.04,80.49,465.25
34469,20.24,58.41,1013.73,99.59,449.49
34470,10.62,39.58,1011.9,87.85,479.91
34471,8.14,41.26,1020.61,91.28,477.57
34472,28.5,74.87,1009.67,53.78,444.88
34473,16.42,40.56,1020.36,50.62,472.17
34474,32.33,69.68,1011.95,39.89,439.79
34475,12.35,44.2,1017.81,82.49,471.65
34476,32.2,72.29,1008.61,69.94,432.52
34477,22.65,57.85,1012.6,68.52,445.36
34478,7.4,40.72,1022.56,87.67,484.29
34479,19.7,52.84,1004.86,89.72,444.64
34480,14.81,42.77,1017.83,75.09,463.06
34481,13.92,43.5,1021.14,88.44,461.45
34482,26.45,64.27,1013.23,60.92,444.9
34483,21.31,58.05,1012.94,88.39,446.76
34484,17.35,47.83,1006.71,80.57,453.96
34485,17.86,52.9,1015.71,67.99,457.42
34486,31.92,75.33,1001.81,61.97,436.38
34487,16.41,47.24,1015.75,88.78,457.94
34488,28.4,69.34,1009.76,70.4,436.5
34489,14.75,41.16,1009.58,86.96,468.14
34490,26.88,74.78,1010.42,64.81,440.84
34491,25.57,66.54,1005.22,83.48,430.92
34492,10.31,45.01,1018.42,93.67,473.74
34493,18.87,44.06,1013.42,68.78,451.4
34494,23.35,47.01,1015.03,73.9,456.3
34495,21.94,58.79,1010.3,88.21,447.52
34496,18.71,53.16,1013.26,82.64,455.7
34497,21.38,58.33,1013.05,72.75,446.8
34498,17.52,44.05,1008.87,85.67,455.72
34499,28.05,70.36,1006.73,64.42,434.06
34500,12.36,40.56,1022.11,72.99,474.71
34501,10.07,40.92,1021.84,84.18,471.71
34502,5.66,35.79,1013.86,94.42,484.15
34503,33.8,64.96,1004.88,49.37,427.28
34504,28.07,64.09,1005.41,64.09,436.61
34505,23.43,61.47,1007.84,87.11,448.01
34506,17.3,46.21,1013.56,87.57,456.77
34507,22.05,59.92,1009.06,93.74,437.9
34508,25.24,57.17,1010.44,74.0,442.77
34509,26.05,73.88,1005.67,82.08,439.96
34510,10.82,39.96,1025.53,95.89,468.57
34511,29.63,69.71,1009.04,67.26,435.27
34512,11.83,43.14,1010.06,88.14,471.98
34513,23.6,57.17,1009.84,74.27,446.05
34514,15.84,41.66,1009.69,62.81,465.5
34515,18.15,58.46,1017.42,88.24,449.48
34516,24.79,75.6,1017.07,68.23,440.05
34517,24.01,65.18,1012.57,76.02,437.27
34518,26.95,48.41,1008.53,62.94,436.54
34519,18.38,55.28,1020.22,68.33,451.29
34520,26.62,70.36,1005.15,84.99,441.28
34521,15.86,43.02,1012.18,40.33,466.6
34522,22.68,58.82,1010.11,82.8,443.86
34523,30.42,67.69,1006.23,54.19,430.9
34524,23.53,72.24,1010.84,94.33,436.69
34525,25.95,59.27,1010.9,70.42,444.19
34526,30.85,68.94,1007.31,68.99,426.1
34527,13.12,39.18,1023.11,64.33,471.44
34528,10.81,44.63,1020.61,88.29,473.86
34529,6.16,39.48,1004.85,59.68,484.55
34530,16.79,44.6,1014.27,48.08,459.48
34531,23.76,70.32,1012.13,78.84,434.64
34532,14.48,44.06,1018.73,75.88,467.46
34533,23.93,64.05,1013.09,86.02,440.66
34534,12.02,43.69,1016.12,74.07,477.74
34535,19.66,45.01,1014.42,60.14,453.45
34536,26.09,60.29,1017.72,50.83,444.71
34537,23.82,60.32,1016.61,75.29,445.0
34538,11.8,45.09,1013.21,89.68,470.57
34539,26.75,56.57,1013.76,57.93,443.92
34540,25.34,70.47,1006.46,83.94,433.34
34541,13.8,39.39,1013.85,81.95,471.7
34542,9.44,44.03,1009.59,86.27,473.61
34543,24.58,56.9,1007.08,68.24,437.16
34544,11.26,40.43,1025.68,74.67,489.66
34545,11.95,42.03,1017.58,90.89,465.2
34546,22.61,44.05,1005.69,76.74,443.45
34547,24.04,51.95,1006.13,73.92,450.07
34548,13.97,53.82,1016.81,62.32,465.24
34549,27.24,68.08,1013.23,51.96,445.25
34550,11.91,41.49,1019.69,96.39,470.07
34551,25.15,66.49,1012.71,63.46,436.0
34552,28.83,72.43,1006.69,67.04,428.85
34553,8.94,43.13,1014.82,76.66,483.63
34554,17.23,40.12,1013.52,81.55,456.2
34555,27.17,63.09,1015.59,68.33,443.66
34556,6.58,43.02,1014.03,84.95,488.22
34557,7.99,36.08,1020.08,83.2,481.35
34558,19.44,48.7,1008.66,94.71,444.9
34559,26.6,61.02,1010.26,66.16,436.19
34560,14.44,42.32,1015.61,76.85,462.13
34561,17.46,53.29,1018.07,91.01,458.06
34562,5.1,35.57,1027.17,80.49,489.96
34563,20.76,58.18,1007.8,99.22,449.25
34564,15.62,40.89,1007.01,79.21,466.15
34565,8.41,40.67,1019.97,69.2,489.25
34566,16.55,54.3,1017.95,60.84,460.59
34567,19.44,39.53,1006.99,63.18,457.09
34568,23.14,58.18,1008.89,81.82,444.51
34569,15.61,41.2,1016.12,75.28,467.81
34570,14.89,39.58,1012.26,77.58,465.95
34571,12.59,39.72,1017.76,61.14,470.18
34572,20.24,56.53,1020.29,77.75,455.25
34573,14.09,43.99,1021.02,94.39,468.09
34574,17.28,44.92,1024.39,76.08,459.26
34575,21.83,63.13,1013.4,85.82,443.41
34576,13.26,40.83,1007.97,90.63,472.14
34577,11.48,41.14,1027.67,90.5,464.07
34578,27.09,59.15,1013.02,55.18,438.9
34579,5.72,39.33,1009.96,95.4,490.76
34580,20.14,46.93,1014.66,64.22,453.99
34581,23.14,51.19,1009.56,77.2,443.87
34582,17.03,58.49,1011.91,92.16,460.48
34583,26.41,68.24,1010.6,77.79,428.52
34584,26.56,56.57,1013.73,63.9,442.74
34585,19.29,50.16,1010.49,97.78,450.21
34586,17.33,41.35,999.51,68.36,460.46
34587,30.44,68.84,1010.97,55.34,438.31
34588,5.78,45.87,1012.65,88.8,483.27
34589,27.76,71.97,1008.53,86.97,434.04
34590,15.86,43.5,1021.22,75.38,459.42
34591,25.97,70.32,1007.48,57.01,435.27
34592,7.84,43.52,1022.23,96.51,483.79
34593,28.81,56.86,1005.82,56.86,434.08
34594,10.93,39.16,1016.54,90.56,479.83
34595,16.69,40.56,1019.92,51.43,469.9
34596,28.54,71.94,1007.4,65.99,430.91
34597,9.41,34.69,1027.02,78.91,480.87
34598,14.4,42.18,1015.47,77.7,464.81
34599,12.72,40.64,1021.11,93.24,475.73
34600,7.69,43.02,1014.51,85.23,486.46
34601,16.97,50.9,1012.31,82.65,463.28
34602,10.49,42.49,1009.81,78.92,478.75
34603,19.93,62.1,1019.94,76.41,450.57
34604,27.17,67.45,1015.67,49.03,429.87
34605,14.03,49.15,1020.5,83.65,467.16
34606,23.28,72.24,1011.3,90.5,434.21
34607,9.64,39.85,1012.9,83.82,478.37
34608,13.78,43.22,1011.31,69.7,463.71
34609,15.12,48.92,1011.8,72.93,462.59
34610,12.8,42.18,1016.27,83.9,467.69
34611,31.32,74.33,1012.92,36.48,429.57
34612,27.29,71.32,1006.39,81.59,435.25
34613,24.63,59.57,1010.45,85.36,440.67
34614,9.41,39.61,1016.14,78.38,477.34
34615,15.75,36.99,1007.67,93.8,464.38
34616,23.68,68.3,1017.93,84.16,438.65
34617,22.43,63.76,1009.84,75.27,442.85
34618,27.38,69.4,1004.57,74.12,434.47
34619,10.41,41.01,1020.12,94.27,472.82
34620,22.03,64.69,1007.21,75.75,440.92
34621,25.38,63.87,1018.7,52.48,442.13
34622,5.71,45.87,1012.04,93.42,482.49
34623,17.5,42.23,1013.37,86.87,462.57
34624,31.17,69.51,1010.51,43.11,428.94
34625,28.64,69.23,1013.11,37.13,434.4
34626,30.09,76.2,1006.64,61.02,434.68
34627,26.8,58.84,1001.2,65.03,445.76
34628,24.63,59.57,1010.45,85.36,440.67
34629,13.93,38.91,1013.04,73.51,470.39
34630,23.43,60.32,1015.34,69.34,446.88
34631,20.65,41.67,1012.76,45.27,455.5
34632,11.71,40.05,1014.49,86.09,471.49
34633,20.03,62.26,1012.15,82.54,447.4
34634,17.9,58.33,1013.6,85.81,452.28
34635,12.42,43.14,1015.88,79.48,471.1
34636,5.15,40.78,1025.34,95.84,483.03
34637,22.7,64.05,1012.65,89.69,448.76
34638,23.43,54.42,1013.58,70.99,454.86
34639,22.17,60.27,1018.21,89.55,443.31
34640,5.62,43.65,1017.9,77.43,481.69
34641,34.33,69.05,1000.89,37.9,430.56
34642,26.92,64.69,1006.66,76.14,437.62
34643,23.22,66.56,1002.47,85.39,437.11
34644,28.53,49.3,1003.83,59.69,438.17
34645,23.63,71.29,1008.01,70.07,442.65
34646,26.22,65.34,1015.17,47.25,444.06
34647,12.45,40.56,1017.84,66.52,477.41
34648,8.11,42.18,1014.82,93.09,473.62
34649,30.97,67.9,1005.98,55.6,428.26
34650,23.15,58.79,1011.11,82.49,447.71
34651,30.61,67.69,1004.97,47.46,429.8
34652,25.3,71.58,1010.18,87.36,433.97
34653,27.69,70.32,1012.2,82.27,432.57
34654,15.84,49.69,1015.14,90.41,462.6
34655,24.65,63.86,1018.37,56.15,442.89
34656,24.48,66.25,1009.42,88.17,441.07
34657,28.9,60.07,1015.96,45.06,440.62
34658,20.48,51.43,1007.4,90.7,448.03
34659,19.45,41.1,1001.88,52.16,458.26
34660,23.97,64.05,1012.23,90.18,447.44
34661,19.61,56.53,1019.69,77.13,454.22
34662,11.64,41.44,1016.4,73.18,478.99
34663,27.19,64.27,1013.06,58.13,444.54
34664,21.49,56.9,1007.47,66.66,452.46
34665,17.35,39.39,1013.18,67.67,467.85
34666,9.54,41.17,1019.79,65.61,481.18
34667,26.97,67.32,1014.35,55.07,439.61
34668,26.75,64.79,1017.79,54.31,438.4
34669,20.97,61.87,1011.45,65.41,446.76
34670,29.06,64.96,1000.88,62.07,430.24
34671,30.28,79.74,1006.96,70.21,433.45
34672,6.1,39.33,1010.4,95.34,491.37
34673,25.77,59.39,1014.76,69.99,438.64
34674,28.69,67.25,1017.71,53.83,432.21
34675,13.56,49.83,1007.01,89.86,466.33
34676,21.85,69.94,1010.89,79.4,443.0
34677,24.43,59.87,1019.08,60.57,441.61
34678,14.79,39.52,1017.95,71.97,469.47
34679,23.46,73.18,1012.07,88.14,438.62
34680,13.06,44.2,1018.95,85.68,469.02
34681,10.45,39.61,1020.23,73.39,477.41
34682,9.11,36.66,1026.47,74.79,480.74
34683,10.38,41.01,1020.8,94.26,465.9
34684,9.95,41.82,1033.09,69.44,477.52
34685,8.76,41.48,1018.49,74.98,474.3
34686,10.04,39.66,1015.84,82.31,480.63
34687,27.17,61.02,1011.38,65.32,437.06
34688,13.8,40.2,1013.12,90.59,466.29
34689,30.35,77.17,1009.55,63.62,432.75
34690,23.93,68.28,1005.16,69.91,444.95
34691,28.5,79.74,1006.75,87.09,433.08
34692,24.04,68.94,1007.62,69.11,437.13
34693,11.16,40.05,1014.95,88.38,479.11
34694,29.35,68.31,1010.46,46.2,445.86
34695,17.49,40.55,1001.73,73.15,462.37
34696,21.35,58.16,1017.21,67.66,452.83
34697,10.02,39.82,1012.86,89.47,482.47
34698,6.5,38.68,1017.8,62.9,483.72
34699,29.34,71.98,1005.19,75.19,428.24
34700,26.79,77.95,1009.9,80.22,437.91
34701,20.46,51.43,1007.31,93.25,444.88
34702,22.93,62.26,1011.25,83.66,438.34
34703,24.41,69.48,1008.34,76.13,435.38
34704,20.3,67.32,1013.49,80.9,441.51
34705,29.79,67.69,1006.86,55.93,428.71
34706,23.48,64.15,1021.08,57.77,450.89
34707,14.5,44.47,1028.2,66.95,465.15
34708,25.04,70.47,1006.82,84.75,433.1
34709,10.23,42.07,1017.93,91.1,475.14
34710,14.28,42.74,1028.79,70.67,467.22
34711,17.72,48.14,1013.26,65.09,457.44
34712,16.32,43.14,1014.72,70.43,465.38
34713,25.58,63.47,1011.44,66.81,443.66
34714,22.49,69.84,1006.78,73.76,437.57
34715,15.34,36.99,1007.87,94.59,464.58
34716,14.84,43.69,1016.31,68.67,472.07
34717,32.84,68.14,1003.59,43.88,425.18
34718,12.6,41.74,1022.13,67.89,474.23
34719,29.72,74.78,1009.32,55.25,438.19
34720,14.3,53.82,1016.64,63.9,465.42
34721,29.13,70.72,1009.61,67.49,436.9
34722,29.77,69.48,1009.8,52.6,432.69
34723,24.45,65.12,1015.92,57.19,445.01
34724,19.05,62.96,1020.48,83.04,454.26
34725,10.11,39.72,1019.1,69.68,476.8
34726,25.3,49.3,1003.67,69.08,436.62
34727,15.62,41.23,992.89,83.99,463.21
34728,11.87,40.67,1011.43,62.92,479.18
34729,27.76,72.99,1007.81,71.66,435.02
34730,25.47,70.36,1005.79,77.73,437.02
34731,23.19,45.61,1013.18,73.46,454.62
34732,8.21,38.91,1015.82,88.99,481.32
34733,15.49,39.0,1016.01,71.31,462.28
34734,7.36,40.07,1017.29,52.55,489.45
34735,24.94,62.96,1019.76,58.44,443.48
34736,6.26,41.31,1002.04,87.54,485.57
34737,9.2,40.03,1017.05,92.46,480.38
34738,12.72,40.71,1016.02,71.57,466.99
34739,31.74,72.25,1012.21,41.62,437.29
34740,19.73,68.63,1012.41,74.12,450.26
34741,13.88,39.16,1010.8,75.69,464.37
34742,14.1,44.92,1023.95,89.5,467.22
34743,24.73,48.6,1004.03,63.37,439.99
34744,6.76,40.62,1015.67,87.16,478.56
34745,14.74,44.47,1028.29,67.87,462.92
34746,29.01,70.32,1007.26,60.55,429.23
34747,29.29,70.36,1006.64,60.82,431.26
34748,10.24,39.28,1010.13,81.61,477.53
34749,11.95,40.69,1015.62,85.34,475.4
34750,21.91,58.62,1015.95,72.87,450.23
34751,22.4,70.94,1008.06,84.52,440.04
34752,24.86,44.05,1005.69,66.65,447.2
34753,11.48,36.18,1017.03,61.62,469.44
34754,19.78,44.71,1015.7,29.43,465.49
34755,10.63,40.67,1017.13,66.12,483.27
34756,14.02,43.34,1016.06,85.8,466.38
34757,32.98,73.88,1006.31,47.55,440.28
34758,32.84,74.67,1015.89,31.81,430.88
34759,16.88,56.89,1014.01,82.1,457.0
34760,30.52,71.77,1006.22,56.4,426.14
34761,11.38,39.22,1018.62,57.14,473.71
34762,31.21,66.44,1008.57,65.76,430.7
34763,22.68,50.78,1008.83,70.3,447.69
34764,14.79,41.04,1025.32,75.81,456.97
34765,27.75,65.34,1014.8,45.91,440.83
34766,7.17,39.4,1011.48,90.38,484.33
34767,23.9,61.41,1011.95,67.87,451.99
34768,28.59,80.18,1011.36,89.18,431.55
34769,23.0,66.05,1020.61,80.29,421.57
34770,25.21,59.21,1013.19,62.85,438.7
34771,17.48,44.2,1018.89,61.51,457.15
34772,14.81,43.69,1017.19,71.9,470.71
34773,23.08,74.78,1009.85,83.67,437.86
34774,17.51,44.9,1009.05,74.91,455.01
34775,16.36,44.88,1018.34,76.0,468.53
34776,15.4,38.73,1000.67,79.71,469.18
34777,12.68,40.73,1017.66,92.08,465.94
34778,15.5,44.34,1019.21,65.21,468.53
34779,23.47,69.71,1009.66,88.83,442.23
34780,24.47,58.05,1011.27,71.7,446.93
34781,23.19,67.07,1005.67,65.19,442.45
34782,21.09,50.9,1012.42,69.09,456.09
34783,26.63,61.47,1008.18,69.0,444.16
34784,31.01,67.83,1007.95,43.57,429.46
34785,20.56,59.14,1016.02,68.59,448.82
34786,19.11,60.29,1017.1,76.62,454.16
34787,25.47,59.92,1010.08,77.18,439.84
34788,18.0,53.16,1013.02,82.47,455.69
34789,23.39,71.25,1005.22,93.7,435.68
34790,14.29,37.85,1009.98,92.81,468.63
34791,25.43,72.39,1002.65,88.13,436.1
34792,17.41,40.55,1003.91,76.87,461.47
34793,10.12,41.55,1005.78,62.34,475.46
34794,8.03,37.8,1020.47,60.67,481.51
34795,26.91,61.5,1009.47,55.26,436.84
34796,14.8,44.92,1024.06,91.67,464.01
34797,10.03,41.79,1020.35,66.42,475.42
34798,32.1,69.98,1013.31,55.84,431.09
34799,10.33,40.0,1021.35,90.84,479.32
34800,6.61,38.68,1017.5,63.88,483.88
34801,22.18,69.05,1002.75,70.84,442.14
34802,16.25,40.89,1011.09,62.7,464.33
34803,32.09,72.86,1003.47,54.59,434.78
34804,20.09,61.27,1020.05,70.71,451.43
34805,32.21,71.85,1008.25,58.09,429.15
34806,22.02,46.93,1014.32,55.92,451.92
34807,9.39,40.11,1029.14,77.29,473.05
34808,23.0,63.78,1015.85,70.46,444.62
34809,14.1,48.92,1011.6,84.39,461.34
34810,24.92,60.95,1014.88,60.58,445.44
34811,6.48,36.24,1013.62,92.03,484.65
34812,25.58,61.08,1013.37,71.27,446.32
34813,30.47,70.83,1010.91,46.94,444.39
34814,6.86,42.49,1007.95,93.96,486.14
34815,28.16,70.4,1003.77,83.17,434.01
34816,21.4,74.93,1014.58,80.85,434.09
34817,30.87,67.32,1013.78,34.54,436.96
34818,23.57,70.04,1011.06,82.79,437.53
34819,25.91,67.07,1005.66,60.12,441.74
34820,11.72,41.54,1020.04,66.84,476.12
34821,22.01,58.46,1016.26,75.99,443.75
34822,25.32,63.77,1014.55,74.69,441.5
34823,13.83,40.78,1024.85,73.08,458.85
34824,29.95,73.42,1011.44,66.32,432.81
34825,14.04,48.79,1017.62,75.25,464.09
34826,27.11,70.04,1009.76,71.25,431.96
34827,14.53,39.0,1016.48,76.36,464.86
34828,26.2,71.73,1009.99,74.99,434.08
34829,9.48,40.8,1023.82,78.98,485.36
34830,25.87,59.43,1008.34,65.83,440.26
34831,18.99,44.58,1018.29,54.71,468.35
34832,30.93,73.42,1010.98,56.42,432.44
34833,22.52,66.48,1003.87,78.29,435.02
34834,14.72,41.23,997.91,82.69,467.11
34835,11.72,40.92,1023.35,88.55,465.88
34836,9.98,39.66,1017.32,77.78,481.64
34837,5.25,42.85,1013.75,89.67,477.78
34838,13.11,41.58,1020.43,74.32,460.44
34839,22.74,61.02,1009.56,79.41,445.56
34840,7.91,39.96,1023.57,88.44,475.52
34841,10.62,39.96,1025.37,96.64,470.8
34842,13.61,40.71,1022.36,72.87,475.23
34843,13.03,39.52,1016.68,83.09,473.99
34844,5.78,40.62,1016.55,84.98,484.13
34845,23.25,51.86,1013.54,78.34,450.22
34846,33.42,68.51,1011.91,45.83,427.66
34847,27.51,71.29,1009.43,76.92,430.42
34848,13.92,44.47,1029.36,70.86,467.29
34849,30.57,73.03,1013.75,73.68,437.42
34850,23.21,73.42,1010.34,88.29,439.66
34851,7.79,43.13,1019.67,85.35,484.42
34852,21.26,60.84,1018.43,78.83,446.08
34853,13.86,40.66,1017.15,83.82,463.49
34854,25.96,60.32,1016.17,55.51,443.44
34855,5.17,39.33,1009.68,94.19,485.46
34856,21.84,55.5,1019.28,62.17,454.99
34857,27.69,69.98,1008.52,60.93,433.47
34858,29.67,71.98,1005.16,67.75,425.14
34859,30.88,67.83,1008.97,54.99,425.36
34860,23.64,63.31,1014.5,61.83,440.7
34861,14.08,41.93,1023.02,59.41,475.15
34862,10.02,39.66,1016.34,79.98,480.05
34863,5.95,39.48,1005.16,63.6,486.07
34864,15.22,41.67,1013.18,67.17,469.93
34865,18.77,58.66,1010.34,87.25,454.54
34866,24.19,65.48,1018.8,60.54,443.92
34867,14.08,39.31,1011.67,72.0,464.16
34868,26.5,66.05,1017.03,61.34,440.15
34869,20.11,42.04,1010.79,60.31,464.13
34870,13.26,41.78,1009.77,61.69,467.78
34871,13.92,41.16,1003.83,88.69,465.33
34872,3.38,41.31,998.79,97.76,489.11
34873,18.34,62.1,1020.52,78.6,453.01
34874,11.91,43.22,1008.75,76.57,472.88
34875,14.16,44.06,1018.92,76.34,464.91
34876,6.65,40.69,1020.11,89.84,479.35
34877,26.71,70.72,1010.3,78.18,438.72
34878,24.6,75.23,1012.04,76.77,434.07
34879,17.66,62.1,1019.49,86.3,452.03
34880,14.54,42.77,1019.61,81.82,466.37
34881,25.41,66.49,1014.06,51.09,449.2
34882,10.45,39.69,1003.92,89.45,472.54
34883,14.17,43.13,1014.94,48.62,471.08
34884,22.92,60.37,1007.05,89.94,438.86
34885,29.78,74.78,1009.28,55.09,436.39
34886,10.92,40.92,1021.84,83.03,467.05
34887,25.31,60.75,1008.65,79.35,437.33
34888,29.42,74.9,1004.11,64.53,434.66
34889,8.42,42.28,1008.4,87.78,481.91
34890,16.74,41.16,1006.87,74.24,463.0
34891,18.83,47.83,1005.58,77.07,454.23
34892,20.13,43.43,1009.75,66.16,453.47
34893,14.1,42.18,1015.05,78.25,463.3
34894,17.73,40.55,1003.36,74.62,462.69
34895,11.56,41.62,1012.5,91.42,460.6
34896,6.71,39.37,1020.28,71.15,487.05
34897,23.61,43.77,1011.81,56.08,444.55
34898,22.41,66.56,1003.3,88.71,435.75
34899,22.98,58.46,1016.06,72.69,445.05
34900,30.62,66.54,1004.11,55.36,429.01
34901,6.74,36.08,1020.36,86.98,484.18
34902,21.8,65.94,1012.02,63.52,448.66
34903,17.47,63.31,1015.28,88.22,450.68
34904,16.58,43.99,1021.81,79.29,458.67
34905,16.61,25.88,1009.34,65.47,460.97
34906,20.32,44.6,1015.16,36.35,460.21
34907,15.47,44.9,1021.59,81.74,465.61
34908,19.77,54.42,1011.73,89.26,458.21
34909,23.55,62.96,1020.16,70.16,447.65
34910,11.97,41.04,1026.42,70.75,468.81
34911,12.72,39.13,1008.36,92.59,467.28
34912,18.6,68.28,1003.27,84.21,446.98
34913,26.63,74.22,1007.44,78.5,434.25
34914,30.61,77.17,1009.49,73.19,430.46
34915,25.96,60.95,1014.52,50.03,444.19
34916,25.15,71.14,1011.68,70.33,434.99
34917,6.04,41.14,1027.92,87.12,481.37
34918,17.36,43.96,1013.02,79.59,466.36
34919,22.87,71.29,1008.1,73.1,442.27
34920,19.65,63.91,1009.26,99.08,444.9
34921,6.49,43.65,1020.41,72.78,484.94
34922,12.85,40.0,1015.89,68.85,463.74
34923,24.09,63.94,1017.59,51.02,442.92
34924,24.51,51.95,1005.57,63.53,449.73
34925,24.22,56.89,1013.81,70.02,440.79
34926,13.67,40.71,1016.19,66.15,467.62
34927,21.6,59.8,1016.9,76.59,450.14
34928,29.22,73.18,1012.22,64.91,430.57
34929,25.27,69.89,1015.21,79.33,436.33
34930,9.32,37.73,1022.14,79.49,477.91
34931,24.96,68.12,1011.27,70.22,437.62
34932,14.95,43.72,1010.28,93.62,459.31
34933,20.1,57.17,1011.96,87.68,452.67
34934,21.41,50.32,1008.61,84.47,443.63
34935,24.77,58.41,1013.78,80.57,446.27
34936,14.55,40.73,1018.36,89.12,458.82
34937,12.91,40.73,1017.66,93.66,464.61
34938,25.52,63.94,1017.81,41.54,440.32
34939,29.53,70.94,1007.22,70.68,432.43
34940,23.96,60.95,1015.01,65.24,446.4
34941,11.26,44.92,1023.63,88.99,474.69
34942,14.08,40.73,1017.52,91.49,461.58
34943,25.21,65.34,1013.94,65.04,446.68
34944,6.93,43.13,1018.61,88.31,486.94
34945,8.96,40.05,1015.91,89.4,467.24
34946,21.16,65.48,1016.99,72.79,446.37
